Asset,Strategy,Feature Set,Window,Threshold,Train Sharpe,Train Volatility,Train Max DD,Train Signal Accuracy,Train Signal Precision,Train Signal Recall,Test Sharpe,Test Volatility,Test Max DD,Test Signal Accuracy,Test Signal Precision,Test Signal Recall
MSFT,Momentum + Rolling Volatility,,38.0,2.0,1.0278239931654078,0.1643055640735743,-0.15447935693680406,0.5241614553723707,0.5471014492753623,0.6418703506907545,0.5879001943956657,0.16535170453574216,-0.18675520418214633,0.4741721854304636,0.5128205128205128,0.5392156862745098
MSFT,Momentum + Volume Ratio,,40.0,,0.46096517911331,0.1404513062483217,-0.22687978315897106,0.5054007959067652,0.5738045738045738,0.29330499468650373,0.0690891964242303,0.13205252718865043,-0.2375582450186022,0.45298013245033114,0.48502994011976047,0.19852941176470587
MSFT,Logistic Regression,v1,,,0.9270214277312474,0.2755085005506818,-0.3755646610503865,0.5372370665150654,0.5373309817754263,0.971307120085016,1.1578353828134207,0.23167608050179578,-0.2416802134272389,0.5403973509933775,0.540720961281709,0.9926470588235294
MSFT,Random Forest,v1,,,9.083515534092129,0.17553671315490674,0.0,0.9869243888573053,1.0,0.975557917109458,0.38720635150863836,0.17591743439930638,-0.22077641365645698,0.4913907284768212,0.5288461538461539,0.5392156862745098
SPY,Momentum,,12.0,,0.9491105475667223,0.10784709662484289,-0.13784135581439907,0.526435474701535,0.5531732418524872,0.6739811912225705,1.5574447011585584,0.09245520419142231,-0.06849389410542013,0.5390728476821192,0.5796545105566219,0.7006960556844548
SPY,Mean Reversion,,4.0,4.0,0.7076627057438475,0.05653242290176359,-0.02556820815335515,0.45764638999431495,0.6363636363636364,0.0073145245559038665,-0.6398310812731278,0.0091058557188615,-0.01741606201359369,0.42649006622516555,0.0,0.0
SPY,Momentum + Trend Strength,,10.0,,0.7162422740179065,0.0790885941321445,-0.1233261212732864,0.5019897669130188,0.5467128027681661,0.4952978056426332,0.7457144256225342,0.07601559659192583,-0.07537088040879965,0.4821192052980132,0.5518134715025906,0.494199535962877
SPY,Momentum + Rolling Volatility,,12.0,6.0,0.9755845270135169,0.10762086475478264,-0.13784135581439785,0.5275724843661171,0.5541237113402062,0.6739811912225705,1.5574447011585584,0.09245520419142231,-0.06849389410542013,0.5390728476821192,0.5796545105566219,0.7006960556844548
SPY,Momentum + Volume Ratio,,18.0,,0.4601102103375869,0.06601642842575445,-0.09269092181339468,0.480955088118249,0.5555555555555556,0.22988505747126436,1.3746278845558675,0.06193783786559109,-0.044265551067826994,0.4860927152317881,0.6069651741293532,0.28306264501160094
SPY,Logistic Regression,v1,,,0.5492297753248827,0.1864275141389227,-0.3633934000320319,0.541785105173394,0.5446481371969248,0.9623824451410659,1.4917390501122034,0.15121050833049107,-0.1756317934884081,0.5735099337748344,0.5727636849132176,0.9953596287703016
SPY,Random Forest,v1,,,8.678253983614812,0.11362547657655933,0.0,0.984650369528141,1.0,0.9717868338557993,1.2631435580386847,0.11215013671287086,-0.1557934079056254,0.519205298013245,0.5699588477366255,0.642691415313225
NVDA,Momentum,,12.0,,1.1775649354894349,0.33855929340659036,-0.397698084972594,0.5139283683911313,0.5443037974683544,0.6316894018887723,1.4720697458478815,0.3719442079768779,-0.4057099988513033,0.5099337748344371,0.5493827160493827,0.638755980861244
NVDA,Mean Reversion,,6.0,8.0,0.9625886725583312,0.12079667146040803,-0.11999029564076377,0.4661739624786811,0.6944444444444444,0.026232948583420776,1.277397404500751,0.10502286257887174,-0.016574082551179065,0.45695364238410596,0.9,0.0215311004784689
NVDA,Momentum + Trend Strength,,30.0,,0.9915722815512626,0.3361210438681811,-0.4506712659188766,0.5088118249005117,0.5417840375586854,0.6054564533053515,1.5362469475292035,0.35145575796138345,-0.2235866265269199,0.4794701986754967,0.5279642058165548,0.5645933014354066
